exc_prob,value
6.222E-05,4766.26815
0.00012444,4609.041345
0.00018666,4130.82971
0.00024888,3553.158226
0.0003111,3527.427917
0.00037332,3441.748805
0.00043554,3350
0.00049776,3200
0.00055998,3185.555193
0.0006222,3091.946974
0.00068442,3091.946974
0.00074664,2922.22518
0.00080886,2480
0.00087108,2358.516778
0.0009333,2330
0.00099552,2320
0.00105774,2308.433058
0.00111996,2220
0.00118218,2191.847949
0.0012444,2175.225333
0.00130662,2166.917119
0.00136884,2120
0.00143106,2117.111589
0.00149328,2110
0.0015555,2070
0.00161772,2042.546509
0.00167994,2030
0.00174216,2001.197458
0.00180438,2000
0.0018666,1968.158138
0.00192882,1926.909739
0.00199104,1926.909739
0.00205326,1910.426383
0.00211548,1893.952274
0.0021777,1885.71871
0.00223992,1870
0.00230214,1836.366738
0.00236436,1778.898462
0.00242658,1762.500947
0.0024888,1762.500947
0.00255102,1760
0.00261324,1740
0.00267546,1737.923299
0.00273768,1730
0.0027999,1721.550734
0.00286212,1720
0.00292434,1705.188294
0.00298656,1705.188294
0.00304878,1700
0.003111,1697.010896
0.003173221,1688.836062
0.003235441,1680
0.003297661,1664.327043
0.003359881,1664.327043
0.003422101,1660
0.003484321,1650
0.003546541,1639.841483
0.003608761,1607.23109
0.003670981,1550
0.003733201,1534.016076
0.003795421,1501.548278
0.003857641,1500
0.003919861,1500
0.003982081,1500
0.004044301,1490
0.004106521,1485.331429
0.004168741,1485.331429
0.004230961,1477.227315
0.004293181,1469.126092
0.004355401,1469.126092
0.004417621,1461.027774
0.004479841,1452.932376
0.004542061,1452.932376
0.004604281,1450
0.004666501,1440
0.004728721,1436.750394
0.004790941,1436.750394
0.004853161,1428.663839
0.004915381,1420.580261
0.004977601,1410
0.005039821,1410
0.005102041,1404.422094
0.005164261,1400
0.005226481,1400
0.005288701,1380.207542
0.005350921,1370
0.005413141,1370
0.005475361,1360
0.005537581,1356.020598
0.005599801,1350
0.005662021,1350
0.005724241,1347.964492
0.005786461,1331.86169
0.005848681,1300
0.005910901,1299.694191
0.005973121,1299.694191
0.006035341,1290
0.006097561,1283.629765
0.006159781,1275.602444
0.006222001,1275.602444
0.006284221,1270
0.006346441,1267.578409
0.006408661,1267.578409
0.006470881,1267.578409
0.006533101,1260
0.006595321,1260
0.006657541,1259.557676
0.006719761,1250
0.006781981,1250
0.006844201,1243.526194
0.006906421,1230
0.006968641,1227.508148
0.007030861,1219.50421
0.007093081,1219.50421
0.007155301,1203.506603
0.007217521,1195.512973
0.007279741,1187.522819
0.007341961,1180
0.007404181,1179.536161
0.007466401,1179.536161
0.007528621,1179.536161
0.007590841,1179.536161
0.007653061,1179.536161
0.007715281,1171.553019
0.007777501,1171.553019
0.007839721,1170
0.007901941,1163.573415
0.007964161,1163.573415
0.008026381,1155.59737
0.008088601,1150
0.008150821,1150
0.008213041,1147.624905
0.008275261,1147.624905
0.008337481,1140
0.008399701,1130
0.008461921,1115.77128
0.008524141,1110
0.008586361,1100
0.008648581,1099.866523
0.008710801,1090
0.008773021,1083.976715
0.008835241,1083.976715
0.008897461,1080
0.008959681,1080
0.009021901,1076.037476
0.009084121,1076.037476
0.009146341,1076.037476
0.009208561,1076.037476
0.009270781,1070
0.009333001,1070
0.009395222,1070
0.009457442,1060.170451
0.009519662,1052.242714
0.009581882,1052.242714
0.009644102,1052.242714
0.009706322,1052.242714
0.009768542,1050
0.009830762,1044.318861
0.009892982,1044.318861
0.009955202,1040
0.010017422,1040
0.010079642,1040
0.010141862,1036.398918
0.010204082,1036.398918
0.010266302,1030
0.010328522,1030
0.010390742,1028.48291
0.010452962,1028.48291
0.010515182,1020.570864
0.010577402,1020.570864
0.010639622,1012.662807
0.010701842,1012.662807
0.010764062,1010
0.010826282,1010
0.010888502,1000
0.010950722,1000
0.011012942,1000
0.011075162,1000
0.011137382,996.8587666
0.011199602,996.8587666
0.011261822,996.8587666
0.011324042,992
0.011386262,992
0.011448482,988.9628392
0.011510702,981.0710111
0.011572922,981.0710111
0.011635142,981
0.011697362,981
0.011759582,980
0.011821802,980
0.011884022,976
0.011946242,974
0.012008462,973.1833109
0.012070682,973.1833109
0.012132902,973.1833109
0.012195122,965.2997677
0.012257342,965.2997677
0.012319562,960
0.012381782,957.4204112
0.012444002,957.4204112
0.012506222,947
0.012568442,946
0.012630662,941.6743779
0.012692882,939
0.012755102,937
0.012817322,937
0.012879542,936
0.012941762,933.8077626
0.013003982,928
0.013066202,925.9454563
0.013128422,925.9454563
0.013190642,925.9454563
0.013252862,922
0.013315082,920
0.013377302,918.087491
0.013439522,918.087491
0.013501742,914
0.013563962,910
0.013626182,905
0.013688402,904
0.013750622,902.3847128
0.013812842,902.3847128
0.013875062,900
0.013937282,900
0.013999502,900
0.014061722,900
0.014123942,900
0.014186162,900
0.014248382,900
0.014310602,895
0.014372822,895
0.014435042,894.5399661
0.014497262,890
0.014559482,886.6996926
0.014621702,886.6996926
0.014683922,882
0.014746142,875
0.014808362,875
0.014870582,871.0327033
0.014932802,871.0327033
0.014995022,871.0327033
0.015057242,871.0327033
0.015119462,870
0.015181682,866
0.015243902,863.2060579
0.015306122,863.2060579
0.015368342,860
0.015430562,855.3840267
0.015492782,855.3840267
0.015555002,854
0.015617222,854
0.015679443,853
0.015741663,850
0.015803883,850
0.015866103,850
0.015928323,850
0.015990543,847.5666463
0.016052763,847.5666463
0.016114983,846
0.016177203,845
0.016239423,840
0.016301643,840
0.016363863,839.7539539
0.016426083,839.7539539
0.016488303,835
0.016550523,831.9459876
0.016612743,830
0.016674963,825
0.016737183,824.1427859
0.016799403,824
0.016861623,824
0.016923843,821
0.016986063,820
0.017048283,819
0.017110503,816.3443879
0.017172723,816.3443879
0.017234943,816.3443879
0.017297163,816.3443879
0.017359383,814
0.017421603,811
0.017483823,809
0.017546043,808.5508337
0.017608263,808.5508337
0.017670483,808.5508337
0.017732703,808.5508337
0.017794923,808.5508337
0.017857143,808.5508337
0.017919363,808.5508337
0.017981583,808.5508337
0.018043803,808
0.018106023,803
0.018168243,803
0.018230463,800.7621637
0.018292683,800.7621637
0.018354903,800.7621637
0.018417123,800
0.018479343,800
0.018541563,800
0.018603783,800
0.018666003,797
0.018728223,793
0.018790443,792.9784193
0.018852663,792.9784193
0.018914883,792.9784193
0.018977103,788
0.019039323,785.1996425
0.019101543,785.1996425
0.019163763,784
0.019225983,784
0.019288203,778
0.019350423,777.4258761
0.019412643,777.4258761
0.019474863,777.4258761
0.019537083,776
0.019599303,775
0.019661523,770
0.019723743,769.6571637
0.019785963,767
0.019848183,761.8935495
0.019910403,761.8935495
0.019972623,761.8935495
0.020034843,761.8935495
0.020097063,761.8935495
0.020159283,761.8935495
0.020221503,761.8935495
0.020283723,761.8935495
0.020345943,758
0.020408163,757
0.020470383,755
0.020532603,754.1350788
0.020594823,754.1350788
0.020657043,754.1350788
0.020719263,754
0.020781483,754
0.020843703,750
0.020905923,750
0.020968143,750
0.021030363,750
0.021092583,746.3817976
0.021154803,746.3817976
0.021217023,744
0.021279243,740
0.021341463,740
0.021403683,740
0.021465903,738.6337527
0.021528123,738.6337527
0.021590343,738.6337527
0.021652563,738.6337527
0.021714783,738.6337527
0.021777003,732
0.021839223,730.8909919
0.021901444,730.8909919
0.021963664,730.8909919
0.022025884,730.8909919
0.022088104,730.8909919
0.022150324,724
0.022212544,723.1535638
0.022274764,723.1535638
0.022336984,723.1535638
0.022399204,723.1535638
0.022461424,723.1535638
0.022523644,722.3801162
0.022585864,720.0600969
0.022648084,720.0600969
0.022710304,720.0600969
0.022772524,720
0.022834744,720
0.022896964,720
0.022959184,720
0.023021404,716
0.023083624,715.4215181
0.023145844,715.4215181
0.023208064,710.0123156
0.023270284,707
0.023332504,706.9225448
0.023394724,706.1502392
0.023456944,706.1502392
0.023519164,706
0.023581384,706
0.023643604,705.3779885
0.023705824,705
0.023768044,704.6057929
0.023830264,704
0.023892484,704
0.023954704,700
0.024016924,700
0.024079144,700
0.024141364,700
0.024203584,699.9737769
0.024265804,698.430214
0.024328024,696
0.024390244,694.5722784
0.024452464,694.5722784
0.024514684,693.8008583
0.024576904,693.8008583
0.024639124,693.029494
0.024701344,693.029494
0.024763564,693.029494
0.024825784,693
0.024888004,692.2581856
0.024950224,688.402483
0.025012444,687
0.025074664,686.0897352
0.025136884,686.0897352
0.025199104,684.548185
0.025261324,683.0068605
0.025323544,683.0068605
0.025385764,680
0.025447984,680
0.025510204,680
0.025572424,678
0.025634644,677.6140097
0.025696864,676.8438298
0.025759084,676.0737069
0.025821304,676
0.025883524,675.3036411
0.025945744,673
0.026007964,672.9937867
0.026070184,672
0.026132404,671.4541701
0.026194624,671.4541701
0.026256844,671
0.026319064,671
0.026381284,670.6844479
0.026443504,670.6844479
0.026505724,670
0.026567944,670
0.026630164,669.9147832
0.026692384,669
0.026754604,669
0.026816824,667.6061343
0.026879044,666.0673235
0.026941264,666.0673235
0.027003484,663.759541
0.027065704,663
0.027127924,659
0.027190144,652
0.027252364,650
0.027314584,650
0.027376804,650
0.027439024,650
0.027501244,649.1557706
0.027563464,648.3877387
0.027625684,646
0.027687904,645.3162036
0.027750124,645
0.027812344,642.2456193
0.027874564,640
0.027936784,640
0.027999004,640
0.028061224,639.9433074
0.028123444,639.1759898
0.028185665,638.4087321
0.028247885,638
0.028310105,637.6415343
0.028372325,637.6415343
0.028434545,636
0.028496765,634.5733445
0.028558985,634
0.028621205,633.8064477
0.028683425,633.0396112
0.028745645,632
0.028807865,632
0.028870085,631
0.028932305,629.2063364
0.028994525,627.6734513
0.029056745,625.3745804
0.029118965,625.3745804
0.029181185,624
0.029243405,624
0.029305625,623
0.029367845,620.7784893
0.029430065,619.2469499
0.029492285,613.888506
0.029554505,612
0.029616725,612
0.029678945,611.5929597
0.029741165,611
0.029803385,610.0629067
0.029865605,609.2979738
0.029927825,609.2979738
0.029990045,609.2979738
0.030052265,609.2979738
0.030114485,608.5331034
0.030176705,608.5331034
0.030238925,607
0.030301145,607
0.030363365,606.2388675
0.030425585,606
0.030487805,605
0.030550025,603.9451964
0.030612245,603.1807652
0.030674465,602.416397
0.030736685,601.6520919
0.030798905,601
0.030861125,600
0.030923345,600
0.030985565,600
0.031047785,600
0.031110005,600
0.031172225,600
0.031234445,600
0.031296665,599.3595558
0.031358885,598.5955038
0.031421105,597.8315152
0.031483325,597.0675901
0.031545545,597
0.031607765,596
0.031669985,593
0.031732205,593
0.031794425,593
0.031856645,593
0.031918865,592.4853773
0.031981085,590.1951341
0.032043305,590.1951341
0.032105525,590
0.032167745,589
0.032229965,588.6686263
0.032292185,587
0.032354405,586
0.032416625,585.6163838
0.032478845,583.3278806
0.032541065,583
0.032603285,581.8025361
0.032665505,580
0.032727725,579.5150073
0.032789945,579.5150073
0.032852165,577
0.032914385,577
0.032976605,577
0.033038825,575
0.033101045,573.4178073
0.033163265,573
0.033225485,572
0.033287705,570
0.033349925,569.6091952
0.033412145,569
0.033474365,568.8476712
0.033536585,568.8476712
0.033598805,566
0.033661025,565.8022392
0.033723245,565.8022392
0.033785465,565.0410476
0.033847685,565
0.033909905,564.2799227
0.033972125,561
0.034034345,561
0.034096565,561
0.034158785,561
0.034221005,560
0.034283225,558.1933342
0.034345445,557.4328132
0.034407666,556.6723597
0.034469886,555.9119737
0.034532106,555.9119737
0.034594326,555
0.034656546,555
0.034718766,553.6312222
0.034780986,552
0.034843206,552
0.034905426,552
0.034967646,550
0.035029866,550
0.035092086,550
0.035154306,550
0.035216526,549.8313288
0.035278746,549.8313288
0.035340966,549.0715547
0.035403186,549
0.035465406,548.311849
0.035527626,548
0.035589846,548
0.035652066,547.5522118
0.035714286,547
0.035776506,547
0.035838726,547
0.035900946,546.7926431
0.035963166,546.7926431
0.036025386,546.7926431
0.036087606,546.0331431
0.036149826,546.0331431
0.036212046,546.0331431
0.036274266,545
0.036336486,545
0.036398706,544.5143493
