,1.004156012,1.138944616,1.273733221,1.408521826,1.543310431,1.678099036,1.81288764,1.947676245,2.08246485,2.217253455,2.352042059,2.486830664,2.621619269
0.135087862,3.537557829,2.988916601,2.298618729,1.668460581,1.215406115,0.936229492,0.7913616,0.714295397,0.655348354,0.598634227,0.545311365,0.502613116,0.47535987
0.145232859,3.182758438,2.638830024,2.057681616,1.562336393,1.198049207,0.952812745,0.807639033,0.728251536,0.672864599,0.621198092,0.570796728,0.526418073,0.49360947
0.155377856,2.707733484,2.248148766,1.805234753,1.443410337,1.17012671,0.968170264,0.831112643,0.747963835,0.69359679,0.646782682,0.601164396,0.558692635,0.523105128
0.165522852,2.123349429,1.81740596,1.531569584,1.300964892,1.122424925,0.97608007,0.86012547,0.777500744,0.721317045,0.677406592,0.637001288,0.598939856,0.564469617
0.175667849,1.480151796,1.353197049,1.229196155,1.125196908,1.043073578,0.966391234,0.889173343,0.820117024,0.764549654,0.720533044,0.683105168,0.649364381,0.618491298
0.185812846,0.933795918,0.931450342,0.928139463,0.925012416,0.926724891,0.926310816,0.908084981,0.874024911,0.834574364,0.795903471,0.760248293,0.72810836,0.699596317
0.195957842,0.847328404,0.824183544,0.801389477,0.785680593,0.798269068,0.849511453,0.902841118,0.930761022,0.935482008,0.926523645,0.910438926,0.891059109,0.870639756
0.206102839,0.832484192,0.802261925,0.771345609,0.742288148,0.723682377,0.753566737,0.862179447,0.976382152,1.062112538,1.12135118,1.162785708,1.193200056,1.217055428
0.216247835,0.810688819,0.779573172,0.747360367,0.716168965,0.689964418,0.682799713,0.790149013,0.996886989,1.203103274,1.382481478,1.536885048,1.675231799,1.805645865
0.226392832,0.781112791,0.752972376,0.722864879,0.692791646,0.664965316,0.643981079,0.707471795,0.991801237,1.34395402,1.70155085,2.037523111,2.349975848,2.64417262
0.236537829,0.746196238,0.723112504,0.697268337,0.670018826,0.641827019,0.613627584,0.633736352,0.97493658,1.476256899,2.043632027,2.590392594,3.066063593,3.456706295
0.246682825,0.707951501,0.690984208,0.67079423,0.647391014,0.619124831,0.584283744,0.576187857,0.958695234,1.583992655,2.318784251,3.010109052,3.550156427,3.921421559
0.256827822,0.667571245,0.657399411,0.643798683,0.62486687,0.596551061,0.554788992,0.532976171,0.946948717,1.636680872,2.456341575,3.198731635,3.732331104,4.065662848
