"","8.901459193","9.176422255","9.451385317","9.72634838","10.00131144","10.2762745","10.55123757","10.82620063","11.10116369","11.37612675","11.65108982","11.92605288","12.20101594"
"-0.002634163",0.635194545,0.635998837,0.640374428,0.655645923,0.708394195,0.725401442,0.73138397,0.761172915,0.792187387,0.817414065,0.833739818,0.841038971,0.842751334
"0.023082022",0.633029776,0.636919767,0.64481044,0.67081315,0.716352162,0.71425317,0.727859438,0.754319128,0.780259862,0.802925709,0.821378459,0.834945685,0.844353377
"0.048798207",0.645183919,0.651848249,0.66140818,0.690305945,0.708859842,0.70701316,0.723888674,0.746932662,0.769462409,0.790270673,0.809279286,0.826396088,0.841518248
"0.074514391",0.679739063,0.683713239,0.689766448,0.705927845,0.703770049,0.705396004,0.718918173,0.73839398,0.759769252,0.78137153,0.802410529,0.822401348,0.841056965
"0.100230576",0.733699047,0.729565529,0.727117854,0.724140084,0.715068836,0.71306905,0.720832215,0.73712334,0.758107524,0.780908031,0.804025145,0.826709978,0.848538594
"0.125946761",0.795296491,0.782757071,0.769845012,0.755001705,0.745746525,0.749740277,0.764784599,0.784855497,0.806278524,0.827720479,0.84893955,0.87002761,0.891039318
"0.151662946",0.85242542,0.834549509,0.813733888,0.799366158,0.814050577,0.854629506,0.902841118,0.951048756,0.997058231,1.040579127,1.082014288,1.121991649,1.161197256
"0.177379131",0.897685179,0.879342827,0.857809461,0.866763117,0.936585649,1.02879555,1.125797306,1.223651473,1.32181777,1.420765539,1.521107163,1.623318814,1.727720181
"0.203095316",0.931566845,0.914812882,0.902635691,0.967354774,1.103467782,1.259531517,1.424595111,1.59578405,1.771551255,1.949660817,2.126522658,2.297399638,2.457194731
"0.228811501",0.956868054,0.943008067,0.953386963,1.096825841,1.307933342,1.545110452,1.798266764,2.05929878,2.317100076,2.55711578,2.764154084,2.926821445,3.041043873
"0.254527686",0.97393602,0.965244514,1.018484032,1.249317197,1.548139964,1.882477792,2.232356687,2.570952558,2.866134025,3.090911288,3.233862221,3.30085139,3.308923786
"0.280243871",0.984328812,0.982310545,1.100243721,1.422232455,1.821524975,2.25947021,2.688593258,3.051644645,3.306034758,3.442930648,3.481345918,3.450253508,3.377206147
"0.305960055",0.990230993,0.996051548,1.195298144,1.614043543,2.121892733,2.651538975,3.111993729,3.430351526,3.592995319,3.631547225,3.586684423,3.490919098,3.369076264
